일시,부산 강서구 녹산동,부산 강서구 대저동,부산 강서구 명지동,부산 금정구 부곡동,부산 금정구 청룡동,부산 금정구 회동동,부산 기장군 기장읍,부산 기장군 용수리,부산 남구 대연동,부산 남구 용호동,부산 동구 수정동,부산 동래구 명장동,부산 부산진구 개금동,부산 부산진구 전포동,부산 북구 덕천동,부산 북구 화명동,부산 사상구 덕포동,부산 사상구 학장동,부산 사하구 당리동,부산 사하구 장림동,부산 서구 대신동,부산 수영구 광안동,부산 연제구 연산동,부산 영도구 청학동,부산 영도구 태종대,부산 중구 광복동,부산 해운대구 재송동,부산 해운대구 좌동,부산 강서구 부산신항,부산 동구 부산북항,부산 동구 초량동,부산 동래구 온천동,부산 사상구 삼락동,부산 강서구 부산항
2022-06-01 00:01:00,19,24.0,21.0,27.0,20,17.0,23,21,21,18,14,23,29,2,27.0,30,22,24,18.0,22,20,27.0,25,12,13,18.0,13,29.0,32.0,16,23,32,20,29
2022-06-01 00:02:00,43,19.0,18.0,33.0,22,18.0,22,21,21,15,14,23,20,12,32.0,25,18,23,15.0,22,22,23.0,20,18,14,19.0,20,23.0,26.0,20,20,32,17,27
2022-06-01 00:03:00,29,15.0,21.0,30.0,17,16.0,18,18,23,17,16,23,26,17,19.0,17,22,24,15.0,20,22,28.0,18,16,15,19.0,20,25.0,31.0,18,21,25,22,42
2022-06-01 00:04:00,26,22.0,27.0,23.0,16,17.0,23,20,21,17,12,22,24,17,30.0,16,28,28,24.0,23,19,24.0,19,16,24,22.0,19,25.0,34.0,25,19,18,25,29
2022-06-01 00:05:00,20,21.0,28.0,20.0,15,17.0,18,18,22,19,28,26,22,19,26.0,17,30,36,25.0,24,29,21.0,24,16,25,19.0,13,22.0,29.0,34,22,25,26,28
2022-06-01 00:06:00,29,19.0,28.0,22.0,17,18.0,19,16,21,21,22,25,27,18,20.0,18,23,28,22.0,27,26,24.0,24,17,23,22.0,17,26.0,25.0,25,24,26,24,55
2022-06-01 00:07:00,35,26.0,28.0,26.0,16,12.0,21,21,25,21,23,29,27,28,30.0,22,45,43,20.0,27,22,35.0,22,20,29,28.0,16,27.0,23.0,34,27,21,31,59
2022-06-01 00:08:00,32,27.0,26.0,25.0,22,18.0,29,27,29,24,26,37,38,16,30.0,27,30,62,32.0,46,28,32.0,17,19,28,29.0,37,27.0,27.0,35,24,28,30,48
2022-06-01 00:09:00,43,32.0,31.0,28.0,31,13.0,28,27,29,23,28,28,40,44,40.0,26,34,50,41.0,66,22,37.0,29,17,18,34.0,41,30.0,35.0,50,35,34,36,53
2022-06-01 00:10:00,40,35.0,42.0,24.0,26,27.0,22,26,36,41,50,27,47,48,36.0,27,36,47,46.0,51,17,34.0,27,24,22,48.0,33,29.0,47.0,42,35,30,34,46
2022-06-01 00:11:00,44,24.0,34.0,31.0,21,22.0,29,17,25,27,68,30,37,56,35.0,33,35,45,29.0,40,33,42.0,26,19,33,58.0,26,32.0,46.0,38,49,42,28,34
2022-06-01 00:12:00,40,24.0,36.0,31.0,20,23.0,23,23,34,25,50,29,34,27,24.0,23,23,37,36.0,46,39,31.0,27,33,19,36.0,29,25.0,45.0,41,45,35,27,33
2022-06-01 00:13:00,41,25.0,33.0,32.0,25,25.0,29,23,25,23,45,32,27,7,30.0,32,32,45,35.0,30,32,21.0,23,30,19,28.0,25,22.0,35.0,28,39,43,25,27
2022-06-01 00:14:00,24,18.0,23.0,20.0,34,19.0,22,21,18,17,36,27,30,47,35.0,40,21,54,28.0,29,26,25.0,26,24,18,26.0,21,23.0,16.0,26,28,36,16,35
2022-06-01 00:15:00,20,19.0,19.0,25.0,29,20.0,23,25,21,17,28,21,25,23,32.0,41,27,34,24.0,29,23,27.0,20,26,18,23.0,21,24.0,18.0,23,21,30,22,29
2022-06-01 00:16:00,21,24.0,15.0,29.0,24,17.0,24,11,16,11,28,24,19,13,23.0,33,22,19,19.0,23,13,35.0,22,18,13,24.0,18,16.0,14.0,22,27,30,25,28
2022-06-01 00:17:00,27,20.0,20.0,21.0,22,14.0,26,12,14,12,26,22,18,2,24.0,34,21,34,24.0,20,15,36.0,16,16,15,21.0,15,22.0,14.0,17,18,27,24,32
2022-06-01 00:18:00,31,15.0,26.0,20.0,24,16.0,22,16,24,15,43,21,16,19,19.0,28,26,35,26.0,22,22,38.0,17,20,9,23.0,17,23.0,17.0,23,20,22,17,40
2022-06-01 00:19:00,27,22.0,28.0,25.0,17,19.0,19,17,23,17,28,12,19,22,30.0,34,26,29,22.0,28,24,27.0,22,22,15,25.0,21,22.0,23.0,19,22,28,26,36
2022-06-01 00:20:00,27,22.0,24.0,26.0,23,17.0,16,18,22,21,24,23,28,32,31.0,33,24,21,21.0,22,26,20.0,23,20,19,28.0,21,28.0,28.0,27,27,36,21,31
2022-06-01 00:21:00,21,20.0,23.0,30.0,22,18.0,29,20,24,17,2,19,23,29,23.0,27,23,25,20.0,23,29,22.0,22,17,19,32.0,25,24.0,31.0,26,24,27,24,28
2022-06-01 00:22:00,22,19.0,23.0,25.0,21,19.0,24,23,23,20,19,20,27,21,25.0,25,24,23,21.0,22,26,22.0,17,18,17,18.0,17,29.0,23.0,20,26,27,20,29
2022-06-01 00:23:00,35,19.0,23.0,25.0,18,20.0,23,20,13,14,22,18,20,18,25.0,20,21,23,24.0,22,23,17.0,23,20,53,15.0,17,23.0,27.0,23,26,27,23,27
2022-06-01 00:24:00,18,14.0,19.0,12.0,17,25.0,17,25,22,15,18,19,24,25,23.0,25,24,25,29.0,17,21,21.0,24,19,22,23.0,18,25.0,23.0,25,23,25,21,31
2022-06-02 00:01:00,22,14.0,21.0,15.0,16,18.0,19,24,24,22,16,16,28,23,23.0,15,24,30,23.0,23,17,22.0,19,17,20,27.0,18,25.0,20.0,21,17,19,19,34
2022-06-02 00:02:00,21,12.0,31.0,23.0,13,15.0,16,17,19,21,17,20,26,25,22.0,21,18,24,22.0,26,16,22.0,17,20,18,23.0,16,22.0,20.0,18,13,13,13,29
2022-06-02 00:03:00,25,18.0,19.0,15.0,14,11.0,11,16,23,18,11,19,22,43,14.0,17,18,30,23.0,19,16,17.0,18,19,18,20.0,19,26.0,19.0,20,15,19,17,34
2022-06-02 00:04:00,27,22.0,19.0,15.0,12,15.0,20,19,14,16,11,18,26,14,17.0,14,20,30,22.0,18,22,16.0,16,16,12,24.0,17,23.0,15.0,15,14,19,17,27
2022-06-02 00:05:00,19,22.0,20.0,16.0,11,14.0,17,14,24,11,11,15,23,12,21.0,14,18,24,25.0,25,22,20.0,15,25,12,21.0,15,21.0,20.0,13,20,14,17,-
2022-06-02 00:06:00,18,24.0,22.0,15.0,10,16.0,16,17,16,16,11,16,15,13,25.0,14,23,27,25.0,21,15,16.0,12,19,23,21.0,16,21.0,22.0,27,12,24,22,42
2022-06-02 00:07:00,28,21.0,23.0,18.0,14,17.0,19,16,19,16,19,17,26,13,27.0,16,24,53,26.0,27,23,19.0,22,18,18,19.0,21,22.0,21.0,15,29,26,27,43
2022-06-02 00:08:00,28,32.0,27.0,17.0,22,14.0,23,19,26,27,18,22,35,13,31.0,15,29,40,21.0,28,17,18.0,20,18,15,25.0,18,25.0,31.0,27,21,23,29,39
2022-06-02 00:09:00,26,24.0,24.0,24.0,22,27.0,17,19,30,22,19,25,32,34,32.0,23,33,45,22.0,20,20,33.0,26,21,13,26.0,22,29.0,25.0,22,24,27,28,31
2022-06-02 00:10:00,22,29.0,20.0,20.0,21,58.0,20,19,25,19,22,22,27,32,35.0,27,38,46,26.0,24,26,37.0,22,20,17,32.0,26,23.0,20.0,30,22,30,28,27
2022-06-02 00:11:00,18,25.0,16.0,31.0,25,77.0,26,25,27,20,31,24,24,24,28.0,34,32,47,28.0,25,30,50.0,20,12,15,38.0,25,19.0,18.0,37,35,35,25,30
2022-06-02 00:12:00,62,27.0,7.0,32.0,22,36.0,31,23,29,22,31,29,35,35,33.0,28,26,45,23.0,29,33,47.0,-,19,22,34.0,21,23.0,24.0,34,27,33,29,37
2022-06-02 00:13:00,23,26.0,20.0,21.0,20,54.0,34,22,31,15,34,30,35,33,29.0,31,30,59,32.0,29,36,64.0,-,18,19,31.0,27,26.0,27.0,34,27,36,24,32
2022-06-02 00:14:00,22,24.0,17.0,28.0,27,39.0,29,19,27,22,29,27,27,19,37.0,31,37,58,27.0,25,25,35.0,32,20,22,29.0,27,25.0,22.0,-,26,31,25,32
2022-06-02 00:15:00,32,27.0,22.0,35.0,31,43.0,36,23,33,41,-,28,18,47,29.0,27,35,63,32.0,28,32,69.0,26,17,17,29.0,27,25.0,23.0,-,36,37,29,33
2022-06-02 00:16:00,33,24.0,20.0,39.0,33,65.0,37,31,35,21,-,36,28,25,33.0,27,38,73,27.0,29,24,55.0,25,23,17,37.0,27,22.0,23.0,27,-,42,29,33
2022-06-02 00:17:00,24,21.0,19.0,36.0,30,32.0,31,31,31,16,33,26,-,23,33.0,37,35,60,30.0,30,25,50.0,24,28,17,29.0,17,26.0,19.0,29,-,38,28,32
2022-06-02 00:18:00,25,22.0,24.0,24.0,27,20.0,22,27,28,19,57,24,-,26,27.0,32,33,50,26.0,27,38,43.0,31,24,14,26.0,22,30.0,29.0,42,-,38,25,38
2022-06-02 00:19:00,32,25.0,20.0,34.0,26,22.0,27,27,27,19,34,24,22,31,27.0,24,27,44,30.0,22,30,20.0,25,20,19,21.0,23,26.0,33.0,28,-,40,28,30
2022-06-02 00:20:00,33,27.0,28.0,27.0,27,18.0,24,24,27,19,32,22,26,35,29.0,31,30,31,23.0,26,27,24.0,24,19,18,23.0,22,26.0,19.0,27,-,41,31,28
2022-06-02 00:21:00,35,25.0,19.0,28.0,18,21.0,17,24,26,20,9,29,27,30,23.0,39,22,26,31.0,24,25,23.0,22,17,17,24.0,25,30.0,24.0,26,-,32,30,34
2022-06-02 00:22:00,18,27.0,22.0,25.0,26,21.0,24,24,25,20,2,26,24,34,27.0,22,26,26,30.0,28,23,24.0,27,17,18,27.0,26,25.0,18.0,31,-,35,28,31
2022-06-02 00:23:00,19,16.0,20.0,23.0,21,22.0,26,27,26,24,25,20,20,25,23.0,22,24,26,26.0,19,27,35.0,24,20,15,27.0,26,27.0,18.0,27,-,25,20,19
2022-06-02 00:24:00,17,18.0,21.0,27.0,25,22.0,22,18,22,23,16,24,16,17,19.0,18,22,25,26.0,19,18,27.0,16,22,17,22.0,17,27.0,16.0,21,-,26,25,27
2022-06-03 00:01:00,17,16.0,20.0,26.0,24,17.0,24,24,29,23,25,16,22,15,23.0,19,20,27,18.0,20,19,26.0,16,18,12,24.0,20,25.0,19.0,20,-,22,15,28
2022-06-03 00:02:00,38,26.0,33.0,25.0,20,26.0,23,25,23,22,19,24,18,20,21.0,20,22,35,19.0,18,18,31.0,22,19,17,20.0,21,22.0,16.0,29,-,22,17,28
2022-06-03 00:03:00,21,25.0,27.0,26.0,22,22.0,25,29,18,22,19,23,21,17,19.0,19,20,31,23.0,24,24,20.0,24,18,18,20.0,22,26.0,22.0,25,-,22,20,44
2022-06-03 00:04:00,23,21.0,18.0,25.0,18,19.0,24,22,22,19,25,23,22,28,37.0,21,34,30,29.0,26,32,27.0,23,28,15,27.0,23,27.0,15.0,25,-,28,25,30
2022-06-03 00:05:00,34,22.0,31.0,27.0,17,17.0,26,22,26,26,35,31,34,26,33.0,19,32,35,36.0,25,32,26.0,30,28,13,21.0,25,29.0,22.0,34,-,27,33,37
2022-06-03 00:06:00,29,27.0,34.0,27.0,19,23.0,23,26,33,22,35,31,35,31,35.0,19,38,37,33.0,30,35,33.0,32,32,15,24.0,32,27.0,23.0,35,-,28,27,49
2022-06-03 00:07:00,31,34.0,38.0,28.0,21,24.0,30,27,36,30,35,35,37,33,37.0,23,37,31,36.0,29,34,28.0,28,32,22,32.0,29,27.0,20.0,40,-,27,40,56
2022-06-03 00:08:00,33,48.0,38.0,26.0,26,22.0,32,26,39,36,2,35,43,35,40.0,28,47,69,41.0,42,34,35.0,36,35,28,39.0,45,31.0,24.0,48,-,40,34,52
2022-06-03 00:09:00,50,41.0,44.0,31.0,35,25.0,31,30,40,40,2,35,47,36,39.0,32,42,53,54.0,53,43,34.0,37,44,29,51.0,35,34.0,38.0,60,-,46,41,-
2022-06-03 00:10:00,52,48.0,52.0,40.0,31,41.0,40,33,43,40,47,37,39,19,47.0,37,43,54,69.0,68,54,43.0,39,45,28,60.0,40,39.0,48.0,61,-,46,47,-
2022-06-03 00:11:00,52,48.0,51.0,39.0,33,34.0,37,46,35,32,2,37,40,32,46.0,40,56,46,45.0,52,45,38.0,48,32,29,44.0,41,42.0,48.0,44,-,43,50,-
2022-06-03 00:12:00,-,43.0,50.0,48.0,46,49.0,43,53,38,34,58,47,45,48,42.0,40,50,47,46.0,51,45,57.0,43,38,30,45.0,42,43.0,32.0,54,-,55,50,49
2022-06-03 00:13:00,54,52.0,51.0,52.0,49,41.0,46,45,39,43,56,42,55,74,51.0,55,55,51,47.0,54,48,44.0,47,44,34,50.0,43,41.0,41.0,50,-,47,58,49
2022-06-03 00:14:00,51,50.0,53.0,45.0,41,37.0,38,44,34,39,54,41,48,28,56.0,47,72,55,49.0,53,50,43.0,39,33,29,43.0,38,35.0,37.0,50,-,48,61,55
2022-06-03 00:15:00,49,46.0,44.0,38.0,37,35.0,39,37,33,27,55,34,40,35,41.0,37,48,47,47.0,74,43,38.0,43,33,28,33.0,37,32.0,43.0,54,-,38,50,60
2022-06-03 00:16:00,45,43.0,46.0,31.0,30,36.0,31,39,34,31,49,30,32,57,39.0,29,41,51,36.0,65,40,31.0,35,34,24,32.0,31,33.0,37.0,65,41,35,44,55
2022-06-03 00:17:00,47,46.0,40.0,22.0,28,27.0,23,35,26,26,47,23,29,14,39.0,35,38,46,34.0,67,37,28.0,28,27,27,31.0,27,27.0,31.0,43,42,37,37,41
2022-06-03 00:18:00,39,38.0,32.0,25.0,20,28.0,30,27,31,21,40,30,30,21,30.0,29,28,40,34.0,60,34,27.0,32,26,22,26.0,26,31.0,30.0,39,31,33,30,43
2022-06-03 00:19:00,39,30.0,33.0,34.0,27,33.0,27,40,25,19,35,26,31,31,29.0,28,26,36,27.0,33,34,27.0,27,27,28,26.0,25,32.0,34.0,35,39,29,31,45
2022-06-03 00:20:00,34,30.0,26.0,33.0,31,32.0,29,28,32,26,36,32,29,29,30.0,32,27,41,28.0,42,35,31.0,28,27,24,32.0,33,34.0,33.0,31,44,37,28,52
2022-06-03 00:21:00,33,31.0,28.0,32.0,24,21.0,26,30,27,23,31,28,31,37,34.0,36,34,30,28.0,33,35,29.0,37,27,24,28.0,29,34.0,29.0,35,42,48,27,44
2022-06-03 00:22:00,32,27.0,36.0,29.0,30,25.0,28,27,26,23,41,26,24,59,33.0,24,28,33,27.0,33,33,30.0,31,24,24,30.0,27,26.0,34.0,30,37,38,33,47
2022-06-03 00:23:00,33,17.0,25.0,30.0,19,24.0,21,21,29,24,41,30,27,19,33.0,21,28,29,26.0,30,27,26.0,28,24,22,23.0,27,29.0,34.0,29,31,35,21,55
2022-06-03 00:24:00,26,24.0,24.0,26.0,21,22.0,19,26,32,22,44,29,26,27,27.0,23,24,23,25.0,24,32,34.0,33,25,18,29.0,28,26.0,32.0,31,32,31,24,36
2022-06-04 00:01:00,27,21.0,22.0,22.0,22,21.0,21,12,27,22,46,21,26,32,24.0,15,20,26,23.0,29,32,29.0,27,22,17,27.0,25,22.0,23.0,31,34,27,24,30
2022-06-04 00:02:00,27,21.0,25.0,24.0,15,24.0,18,20,25,15,42,21,26,19,26.0,17,20,22,30.0,25,27,25.0,27,23,14,26.0,22,25.0,25.0,29,29,30,22,28
2022-06-04 00:03:00,20,24.0,20.0,25.0,12,19.0,22,18,22,19,32,18,18,19,26.0,18,27,26,27.0,29,23,25.0,17,19,22,30.0,20,22.0,25.0,29,28,21,21,32
2022-06-04 00:04:00,17,18.0,23.0,17.0,12,19.0,20,16,23,20,33,19,21,16,23.0,15,25,21,23.0,19,23,27.0,21,17,18,25.0,19,22.0,22.0,27,22,26,19,27
2022-06-04 00:05:00,22,20.0,20.0,18.0,18,21.0,20,27,21,20,29,24,24,12,20.0,15,20,22,24.0,21,26,23.0,21,24,13,27.0,20,23.0,20.0,31,25,20,15,32
2022-06-04 00:06:00,18,21.0,20.0,16.0,15,18.0,18,22,21,19,32,21,21,13,23.0,16,26,23,21.0,21,21,25.0,22,23,13,23.0,20,25.0,27.0,27,20,20,15,24
2022-06-04 00:07:00,13,19.0,21.0,24.0,14,26.0,18,18,18,16,33,20,26,45,23.0,17,24,20,24.0,26,24,18.0,21,21,17,21.0,16,26.0,25.0,24,24,20,15,27
2022-06-04 00:08:00,18,20.0,26.0,23.0,12,19.0,20,18,19,19,31,19,20,2,17.0,15,21,18,21.0,21,25,21.0,21,17,15,21.0,18,25.0,18.0,20,27,25,17,32
2022-06-04 00:09:00,23,19.0,18.0,17.0,15,24.0,22,22,16,15,22,25,20,48,19.0,12,16,20,19.0,26,21,17.0,16,22,15,22.0,17,22.0,24.0,22,22,24,15,34
2022-06-04 00:10:00,18,23.0,25.0,28.0,18,19.0,15,17,17,17,32,20,21,19,30.0,19,25,25,19.0,34,19,15.0,26,19,15,27.0,20,19.0,24.0,25,25,27,19,31
2022-06-04 00:11:00,27,26.0,23.0,17.0,20,19.0,19,24,18,12,35,20,17,2,21.0,21,20,22,23.0,46,22,23.0,16,20,15,23.0,24,24.0,21.0,31,25,20,16,34
2022-06-04 00:12:00,27,18.0,24.0,21.0,16,15.0,18,21,18,18,60,16,19,19,19.0,19,21,19,19.0,34,23,18.0,17,22,15,25.0,18,18.0,23.0,29,31,21,17,34
2022-06-04 00:13:00,26,17.0,21.0,18.0,18,12.0,18,19,15,19,20,15,15,24,17.0,18,17,22,21.0,48,20,18.0,16,18,-,24.0,17,25.0,22.0,22,29,20,13,29
2022-06-04 00:14:00,16,18.0,17.0,12.0,14,12.0,19,21,17,18,23,17,12,13,16.0,13,12,21,10.0,25,17,17.0,16,15,14,15.0,11,25.0,18.0,16,27,13,13,28
2022-06-04 00:15:00,25,15.0,20.0,15.0,12,21.0,17,18,14,18,28,14,11,17,13.0,17,13,18,19.0,27,23,15.0,15,20,20,15.0,13,24.0,17.0,21,32,19,12,26
2022-06-04 00:16:00,27,16.0,14.0,12.0,16,18.0,13,20,21,18,24,10,10,15,19.0,20,13,10,16.0,33,20,15.0,20,23,18,16.0,12,21.0,22.0,20,27,16,14,26
2022-06-04 00:17:00,20,18.0,16.0,12.0,12,20.0,17,20,21,13,17,11,11,12,17.0,11,11,18,17.0,28,17,26.0,16,15,19,20.0,14,23.0,21.0,20,25,17,14,29
2022-06-04 00:18:00,19,18.0,24.0,16.0,12,12.0,16,17,26,14,17,13,17,16,18.0,9,12,17,18.0,27,20,14.0,21,23,13,26.0,19,17.0,20.0,22,23,23,16,34
2022-06-04 00:19:00,18,22.0,16.0,14.0,16,18.0,22,18,18,12,11,19,16,12,23.0,19,14,28,20.0,30,20,18.0,18,17,18,19.0,22,23.0,23.0,18,21,27,13,38
2022-06-04 00:20:00,19,16.0,17.0,21.0,14,16.0,17,-,18,19,14,19,16,16,21.0,26,13,17,17.0,27,21,19.0,22,24,17,18.0,16,20.0,20.0,15,21,24,12,35
2022-06-04 00:21:00,16,18.0,18.0,19.0,17,9.0,18,-,21,23,20,15,23,26,21.0,19,17,18,20.0,23,16,17.0,23,20,23,23.0,15,27.0,20.0,23,23,24,17,35
2022-06-04 00:22:00,19,18.0,21.0,19.0,16,13.0,18,-,21,19,22,18,22,26,22.0,20,16,16,19.0,25,23,16.0,23,16,18,17.0,16,27.0,18.0,24,20,23,15,29
2022-06-04 00:23:00,24,19.0,17.0,19.0,24,15.0,19,-,19,16,27,16,17,22,22.0,26,18,17,12.0,20,16,14.0,20,22,19,24.0,18,29.0,22.0,13,25,23,10,30
2022-06-04 00:24:00,17,19.0,15.0,29.0,26,18.0,22,-,17,13,30,17,17,36,24.0,22,20,21,14.0,15,17,16.0,25,18,17,26.0,19,22.0,19.0,17,24,34,14,33
2022-06-05 00:01:00,15,16.0,16.0,21.0,21,21.0,22,-,16,13,22,21,25,17,30.0,20,19,24,14.0,18,18,17.0,27,19,12,17.0,14,19.0,19.0,14,21,26,21,38
2022-06-05 00:02:00,23,21.0,18.0,21.0,16,22.0,20,-,22,18,32,22,28,19,25.0,19,21,19,14.0,15,21,19.0,23,14,17,19.0,18,22.0,21.0,19,21,26,16,31
2022-06-05 00:03:00,16,14.0,21.0,24.0,22,21.0,15,-,16,20,27,20,22,14,25.0,20,22,20,14.0,16,23,17.0,20,16,13,15.0,17,24.0,21.0,16,21,26,15,29
2022-06-05 00:04:00,20,15.0,22.0,19.0,13,21.0,22,-,18,20,22,18,18,17,21.0,17,23,24,13.0,16,18,20.0,24,18,19,17.0,12,26.0,19.0,19,22,24,17,32
2022-06-05 00:05:00,21,17.0,19.0,17.0,12,12.0,23,-,21,22,33,19,16,16,19.0,20,19,24,11.0,19,19,24.0,17,21,19,21.0,25,26.0,18.0,23,23,21,16,27
2022-06-05 00:06:00,19,17.0,19.0,20.0,17,18.0,24,-,23,21,26,22,21,22,20.0,12,17,19,21.0,24,24,19.0,26,21,18,20.0,20,22.0,20.0,22,24,21,17,25
2022-06-05 00:07:00,20,14.0,15.0,21.0,18,17.0,18,-,21,15,34,20,19,15,17.0,14,19,15,22.0,21,22,19.0,17,15,19,20.0,15,29.0,17.0,23,23,25,17,30
2022-06-05 00:08:00,17,19.0,23.0,21.0,17,86.0,25,-,21,22,36,27,23,14,22.0,13,21,20,14.0,16,24,21.0,22,21,13,18.0,17,25.0,20.0,20,23,26,19,34
2022-06-05 00:09:00,20,26.0,23.0,17.0,16,21.0,22,-,30,17,50,22,25,22,27.0,21,19,18,20.0,17,22,21.0,27,26,12,22.0,16,20.0,22.0,25,18,22,21,31
2022-06-05 00:10:00,21,23.0,17.0,20.0,18,24.0,27,-,19,21,41,31,21,21,24.0,19,25,24,21.0,21,23,20.0,21,18,23,17.0,23,25.0,29.0,17,23,27,20,33
2022-06-05 00:11:00,23,25.0,19.0,24.0,21,22.0,22,-,19,21,34,24,24,18,25.0,20,28,22,22.0,21,23,18.0,23,15,15,23.0,16,22.0,27.0,21,29,27,23,37
2022-06-05 00:12:00,22,22.0,23.0,16.0,16,18.0,18,-,21,18,30,17,18,27,20.0,16,25,20,23.0,20,23,14.0,23,14,15,21.0,17,26.0,34.0,22,21,15,19,31
2022-06-05 00:13:00,21,14.0,17.0,13.0,11,12.0,19,-,14,22,32,19,14,4,19.0,9,19,20,21.0,18,16,13.0,15,13,12,21.0,18,22.0,22.0,15,18,10,15,18
2022-06-05 00:14:00,10,15.0,13.0,15.0,9,11.0,18,-,18,14,22,17,12,7,16.0,13,18,16,16.0,9,9,13.0,8,14,10,19.0,16,17.0,15.0,20,17,23,12,26
2022-06-05 00:15:00,16,15.0,11.0,15.0,11,9.0,17,-,16,13,24,12,12,16,17.0,10,13,14,12.0,13,12,13.0,16,15,13,19.0,16,20.0,19.0,21,16,17,14,27
2022-06-05 00:16:00,15,21.0,16.0,16.0,10,12.0,13,-,18,12,21,14,13,13,16.0,13,14,15,17.0,14,10,13.0,17,11,10,14.0,11,21.0,16.0,16,17,8,10,33
2022-06-05 00:17:00,17,15.0,14.0,23.0,14,16.0,21,-,19,20,26,18,11,13,13.0,13,15,29,18.0,18,16,18.0,15,16,12,16.0,17,25.0,17.0,23,22,23,9,23
